CDC,CSR,PSR,SS,SHS,"TOWN
(ALL)","CONTRACTOR/GRANTEE
(CDC)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"CONTRACTOR CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","REPORTING CONTACT
(SS)","PHONE
(SS)","EMAIL
(SS)","CONTRACTOR/GRANTEE
(SHS)",ADDRESS,TOWN,ZIP,CONTACT PERSON,PHONE,EMAIL,DELEGATE,ADDRESS,TOWN,ZIP,DELEGATE CONTACT PERSON,PHONE,EMAIL,"PROGRAM/SITE/SUBGRANTEE 
(Registry Licensed Name)
(ALL)",ADDRESS,TOWN,ZIP,LICENSE #,NAEYC ID,NAEYC EXPIRATION,REGISTRY ID,FACILITY CODE (ECIS & PSIS),"PROGRAM/
SITE CONTACT
(CDC)","PHONE
(CDC)","EMAIL
(CDC)","PROGRAM/
SITE CONTACT
(SR)","PHONE
(SR)","EMAIL
(SR)","
SITE CONTACT (IF different from Contractor contact)
(SS)","PHONE
(SS)","EMAIL
(SS)","PROGRAM/
SITE CONTACT
(SHS)","PHONE
(SHS)","EMAIL
(SHS)","CONTACT LIAISON
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"REPORTING CONTACT
(CDC)",EMAIL,"FISCAL CONTACT 
(CDC)",EMAIL,"FISCAL CONTACT 
(SR)",EMAIL,"CHIEF ELECTED OFFICIAL, TITLE
(SR)",PHONE,EMAIL,"SUPERINTENDENT
(SR)",PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-1
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL,"COUNCIL CHAIR/CO-CHAIRS-2
(SR)",ADDRESS,TOWN,ZIP,PHONE,EMAIL
X,,X,,,STAMFORD,"Donna Arcuri, City of Stamford","888 Washington Blvd.
P.O. Box 10152",Stamford,06904,203-977-4150,darcuri@stamfordct.gov,,,,,,,,,,,,,,,,,,,,,CLC Lathon Wider,137 Henry Street,Stamford,06902,70205,373079,12/1/2024,7209,1355841,Mary Basso,203-653-1377,marybasso@clcstamford.org,Mary Basso,203-653-1377,marybasso@clcstamford.org,,,,,,,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,Donna Arcuri,darcuri@stamfordct.gov,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
,,X,,,STAMFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,CLC Lockwood,91 Lockwood Avenue   Satellite Site CLC Wm. Pitt,Stamford,06902,70300,452742,3/1/2023,7714,1351841,,,,Anna Witkowski,203-653-1526,annawitkowski@clcstamford.org,,,,,,,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,,,,,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
,,X,,X,STAMFORD,,,,,,,,,,,,,Childcare Learning Centers,64 Palmer's Hill Road,Stamford,06902,Darrell Ingram,203-323-5944,darrellingram@clcstamford.org,,,,,,,,CLC Maple Ave,90 Maple Avenue,Stamford,06902,16698,Head Start,,2028,1357141,,,,Marha Guthrie,203-998-0695(0090),annawitkowski@clcstamford.org,,,,Nicole S. Clark-Taxiltaridis,203-989-0090,nicoleclark-taxiltaridis@clcstamford.org,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,,,,,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
X,,X,,,STAMFORD,"Donna Arcuri, City of Stamford","888 Washington Blvd.
P.O. Box 10152",Stamford,06904,203-977-4150,darcuri@stamfordct.gov,,,,,,,,,,,,,,,,,,,,,CLC Palmers Hill,64 Palmers Hill Road,Stamford,06902,12315,209386,6/1/2025,1558,1355341,Mary Basso,203-653-1377,marybasso@clcstamford.org,Mary Basso,203-653-1377,marybasso@clcstamford.org,,,,,,,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,Donna Arcuri,darcuri@stamfordct.gov,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
X,,,,,STAMFORD,"Donna Arcuri, City of Stamford","888 Washington Blvd.
P.O. Box 10152",Stamford,06904,203-977-4150,darcuri@stamfordct.gov,,,,,,,,,,,,,,,,,,,,,CLC Westover,412 Stillwater Avenue Children are temporarily at 90 Maple Ave.,Stamford,06902,15329,580391,12/1/2024,1568,1356841,Mary Basso,203-653-1377,marybasso@clcstamford.org,Marsha Guthrie,203-998-0695,marshaguthrie@clcstamford.org,,,,,,,,,,,,,Donna Arcuri,darcuri@stamfordct.gov,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,,,,,,,,,,,,,,,,,,,,
,,X,,,STAMFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,CLC William Pitt,195 Hillandale Avenue,Stamford,06902,15346,452742,3/1/2023,1570,1356941,,,,Anna Witkowski,203-653-1526,annawitkowski@clcstamford.org,,,,,,,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,,,,,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
,,X,,,STAMFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Stamford BOE @ Rippowam,381 High Ridge Road,Stamford,06905,Exempt,728165,6/1/2021,6431,1356241,,,,Kendra Brown,203-977-4954,Kbrown@StamfordCT.gov,,,,,,,Donna Arcuri,888 Washington Blvd.,Stamford,06901,203-977-4589,darcuri@stamfordct.gov,,,,,Emmanuel Bouchotte,ebouchotte@stamfordct.gov,"David Martin, Mayor",203-977-4150,dmartin@stamfordct.gov,"Tamu Lucero, Superintendent",203-977-4912,tlucero@stamfordct.gov,Terri Drew,"888 Washington Blvd., 6th Floor",Stamford,06901,203-977-5674,Tdrew@StamfordCT.gov,Karen Feder,1150 Summer Street,Stamford,06905,203-324-1880 x302,feder@abilis.us
,X,,,,STERLING,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterling BOE at Sterling Community Preschool,251 Sterling Road,Sterling,06377,Exempt,727397,3/1/2024,6260,1360311,,,,Gail Lanza,860-564-2728 x3215,glanza@sterlingschool.org,,,,,,,Melanie Smith-Cervera,376 Hartford Turnpike,Hampton,06247,860-455-1560,msmith-cervera@eastconn.org,,,,,Deana Chrzan,dchrzan@sterlingschool.org,"Russel Gray, First Selectman",860-564-2151,selectman@sterlingct.us,"Gail Lanza, Superintendent",860-564-2728 x3215,glanza@sterlingschool.org,Patricia Buell,119 Gorman Road,Brooklyn,06234,860-774-9153,buell@brooklynschools.org,Melinda Smith,785 Riverside Drive,No. Grosvenordale,06255,860-923-9581,melindasmith@thompsonpublicschools.org
,X,,,,STRATFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford BOE at Franklin Elementary,1895 Barnum Avenue,Stratford,06615,DCEX 80628,726782,2/1/2023,6152,1380411,,,,Jennifer Alves,,alvesj@stratk12.org,,,,,,,Suzanne Clement,40 Lindeman Drive,Trumbull,06611,203-365-8213,clements@ces.k12.ct.us,,,,,Kevin Klemme,klemmek@stratk12.org,"Laura M. Hoydick, Mayor",203-385-4011,lhoydick@townofstratford.com,"Janet Robinson, Superintendent",203-385-4211,robinsonj@stratk12.org,Andrea Corcoran,521 Windsor Avenue,Stratford,06614,203-258-9592,araddock@yahoo.com,Lynne Goetz,868 East Broadway,Stratford,06615,203-375-1687,HKR868@optonline.net
,X,,,,STRATFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford BOE at Stratford Acad/Victoria Soto Sch,719 Birdseye Street,Stratford,06615,DC EX 80616,726021,8/1/2021,2031,1382211,,,,Jennifer Alves,,alvesj@stratk12.org,,,,,,,Suzanne Clement,40 Lindeman Drive,Trumbull,06611,203-365-8213,clements@ces.k12.ct.us,,,,,Kevin Klemme,klemmek@stratk12.org,"Laura M. Hoydick, Mayor",203-385-4011,lhoydick@townofstratford.com,"Janet Robinson, Superintendent",203-385-4211,robinsonj@stratk12.org,Andrea Corcoran,521 Windsor Avenue,Stratford,06614,203-258-9592,araddock@yahoo.com,Lynne Goetz,868 East Broadway,Stratford,06615,203-375-1687,HKR868@optonline.net
X,,,,,TEAM,"Jamie Peterson, TEAM, Inc.",30 Elizabeth Street,Derby,06418,203-736-5420,jpeterson@teaminc.org,,,,,,,,,,,,,,,,,,,,,Derby Day Care Center,219 Division Street,Ansonia,06401,12003,279151,12/1/2022,856,0370141,Gladys Lazurek,203-732-1010,glazurek@yahoo.com,,,,,,,,,,,,,,,,Michele Iacuone,miacuone@teaminc.org,Wendy Rodorigo,wrodorigo@teaminc.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TEAM,"Jamie Peterson, TEAM, Inc.",30 Elizabeth Street,Derby,06418,203-736-5420,jpeterson@teaminc.org,,,,,,,"TEAM, Inc.",30 Elizabeth Street,Derby,06418,Wendy Rodorigo,203-751-8682,wrodorigo@teaminc.org,,,,,,,,Lower Naugatuck Valley School Early Ch Ed (Ansonia),80 Howard Avenue,Ansonia,06401,14288,583845,6/1/2024,1589,0020541,Jamie Peterson,203-734-8609 x2021,jpeterson@teaminc.org,,,,,,,Jamie Peterson,203-516-6838,jpeterson@teaminc.org,,,,,,,Michele Iacuone,miacuone@teaminc.org,Wendy Rodorigo,wrodorigo@teaminc.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TEAM,"Jamie Peterson, TEAM, Inc.",30 Elizabeth Street,Derby,06418,203-736-5420,jpeterson@teaminc.org,,,,,,,"TEAM, Inc.",30 Elizabeth Street,Derby,06418,Wendy Rodorigo,203-751-8682,wrodorigo@teaminc.org,,,,,,,,TEAM - Egan Center (Milford),35 Mathew Street,Milford,06460,13987,425796,10/1/2020,1057,0840241,Jamie Peterson,203-734-8609 x2021,jpeterson@teaminc.org,,,,,,,Jamie Peterson,203-516-6838,jpeterson@teaminc.org,,,,,,,Michele Iacuone,miacuone@teaminc.org,Wendy Rodorigo,wrodorigo@teaminc.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TEAM,"Jamie Peterson, TEAM, Inc.",30 Elizabeth Street,Derby,06418,203-736-5420,jpeterson@teaminc.org,,,,,,,"TEAM, Inc.",30 Elizabeth Street,Derby,06418,Wendy Rodorigo,203-751-8682,wrodorigo@teaminc.org,,,,,,,,TEAM - Slocum Center,25 Rumford Street,Waterbury,06704,70257,Head Start,,7494,1512441,Jamie Peterson,203-734-8609 x2021,jpeterson@teaminc.org,,,,Emily Meredith-Stein,203-757-8888 x3216,estein@teaminc.org,David Morgan,203-751-8680,dmorgan@teaminc.org,,,,,,,Michele Iacuone,miacuone@teaminc.org,Wendy Rodorigo,wrodorigo@teaminc.org,,,,,,,,,,,,,,,,,,,,
,X,,,,THOMASTON,,,,,,,,,,,,,,,,,,,,,,,,,,,Play and Learn Child Development Center,30 North Main Street,Thomaston,06787,15956,724067,5/1/2024,1773,1400141,,,,Katie Bike,860-283-0791,administration@playandlearncdc.com,,,,,,,Michelle Anderson,P.O. Box 909,Litchfield,06790,860-567-0863 x1177,andersonm@edadvance.org,,,,,Todd Bendtsen,tbendtsen@thomastonschools.org,"Edmond Mone, First Selectman",860-283-4421,emone@thomaston.org,"Francine Coss, Superintendent",860-283-3053,fcoss@thomastonschools.org,Bruce Barrett,336 North Main Street,Thomaston,06787,860-283-4421,bbarrettsr@yahoo.com,Edmond Mone,158 Main Street,Thomaston,6787,860-283-4421,emone@thomaston.org
,X,,X,,THOMASTON,,,,,,,Andrea Peters,860-283-3050,apeters@thomastonschools.org,Andrea Peters,860-283-3050,apeters@thomastonschools.org,,,,,,,,,,,,,,,Thomaston BOE at Little Bears University at Black Rock School,57 Branch Road,Thomaston,06787,Exempt,504180,12/1/2019,1808,1400111,,,,Andrea Peters,860-283-3050,apeters@thomastonschools.org,Andrea Peters,860-283-3050,apeters@thomastonschools.org,,,,Michelle Anderson,P.O. Box 909,Litchfield,06790,860-567-0863 x1177,andersonm@edadvance.org,,,,,Todd Bendtsen,tbendtsen@thomastonschools.org,"Edmond Mone, First Selectman",860-283-4421,emone@thomaston.org,"Francine Coss, Superintendent",860-283-3053,fcoss@thomastonschools.org,Bruce Barrett,336 North Main Street,Thomaston,06787,860-283-4421,bbarrettsr@yahoo.com,Edmond Mone,158 Main Street,Thomaston,6787,860-283-4421,emone@thomaston.org
,X,,,,THOMPSON,,,,,,,,,,,,,,,,,,,,,,,,,,,Thompson BOE at Mary R. Fisher Elementary School,785 Riverside Drive,N. Grosvenordale,06255,Exempt,286418,4/1/2024,1505,1410111,,,,Lawrence Prentiss,860-923-9142,lprentiss@thompsonpublicschools.org,,,,,,,Ellen Jones,785 Riverside Drive,North Grosvenordale,06255,860-923-9142,mjones@thompsonpublicschools.org,,,,,Robert Gentes,rgentes@thompsonpublicschools.org,Amy St. Onge,860-923-9561,firstselectman@thompsonct.org,"Melinda Smith, Superintendent",860-923-9581,melindasmith@thompsonpublicschools.org,Melinda Smith,785 Riverside Drive,No Grosvenordale,06255,860-963-9581,melindasmith@thompsonpublicschools.org,Patty Buell,119 Gorman Road,Brooklyn,06234,860-774-9732,buell@brooklynschools.org
,X,,,X,TORRINGTON,,,,,,,,,,,,,EdAdvance,355 Goshen Road,Litchfield,06759,Mia Toimil,860-567-0863,toimil@edadvance.org,,,,,,,,EdAdvance Head Start: Prenatal to Five Torrington,28 St. John Place,Torrington,06790,15142,DCEX 80738,Head Start Exempt,1822,2428014,,,,Carmella Galipault,860-482-5286,galipault@edadvance.org,,,,Kathi Bleacher,860-567-0863,bleacher@edadvance.org,Donna Labbe,355 Migeon Avenue,Torrington,06790,860-489-2327 x1630,dlabbe@torrington.org,,,,,Ed Arum,earum@torrington.org,"Elinor Carbone, Mayor",860-489-2228,elinor_carbone@torringtonct.org,"Susan Lubomski, Supeintendent",860-489-2327,slubomski@torrington.org,Gina Casper,140 Main Street,Torrington,06790,860-489-2206,Gina_Casper@torringtonct.org,Lisa Valenzisi,355 Migeon Avenue,Torrington,06790,860-489-2327,lvalenzisi@torrington.org
,X,,,X,TORRINGTON,,,,,,,,,,,,,EdAdvance,355 Goshen Road,Litchfield,06759,Mia Toimil,860-567-0863,toimil@edadvance.org,,,,,,,,Hilltop Christian Early Learning Center,837 Charles Street,Torrington,06790,12517,725325,2/1/2024,2253,1430441,,,,Janet Sosnicki,860-482-3727,st.pauls.hilltop@att.net,,,,Kathi Bleacher,860-567-0863,bleacher@educationconnection.org,Donna Labbe,355 Migeon Avenue,Torrington,06790,860-489-2327 x1630,dlabbe@torrington.org,,,,,Ed Arum,earum@torrington.org,"Elinor Carbone, Mayor",860-489-2228,elinor_carbone@torringtonct.org,"Susan Lubomski, Supeintendent",860-489-2327,slubomski@torrington.org,Gina Casper,140 Main Street,Torrington,06790,860-489-2206,Gina_Casper@torringtonct.org,Lisa Valenzisi,355 Migeon Avenue,Torrington,06790,860-489-2327,lvalenzisi@torrington.org
X,X,,,X,TORRINGTON,"Elinor Carbone, City of Torrington",140 Main Street,Torrington,06790,860-482-2228,Elinor_carbone@torringtonct.org,,,,,,,EdAdvance,355 Goshen Road,Litchfield,06759,Mia Toimil,860-567-0863,toimil@edadvance.org,,,,,,,,Torrington Child Care Center,338 Kennedy Drive,Torrington,06790,14163,340947,10/1/2023,744,1430141,Mary Cecchinato,860-482-2621,mary@torringtonchildcare.org,Mary Cecchinato,860-482-2621,mary@torringtonchildcare.org,,,,Kathi Bleacher,860-567-0863,bleacher@edadvance.org,Donna Labbe,355 Migeon Avenue,Torrington,06790,860-489-2327 x1630,dlabbe@torrington.org,Mary Cecchinato,mary@torringtonchildcare.org,Gina Casper,gina_casper@torringtonct.org,Ed Arum,earum@torrington.org,"Elinor Carbone, Mayor",860-489-2228,elinor_carbone@torringtonct.org,"Susan Lubomski, Supeintendent",860-489-2327,slubomski@torrington.org,Gina Casper,140 Main Street,Torrington,06790,860-489-2206,Gina_Casper@torringtonct.org,Lisa Valenzisi,355 Migeon Avenue,Torrington,06790,860-489-2327,lvalenzisi@torrington.org
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,Carelot Children's Center - Brooklyn,86 South Main Street,Brooklyn,06234,16429,725340,2/1/2020,1524,0190141,Danielle DiRaimo,860-779-0400,brooklyn@carelot.net,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,Carelot Children's Center - Chaplin,6 Old Willimantic Road,Chaplin,06235,16648,286437,10/1/2021,1608,0240141,Danielle DiRaimo,860-445-0112,chaplin@carelot.net,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,Carelot Children's Center - Killingly,155 North Street,Danielson,06239,16485,725526,4/1/2020,1630,0690441,Amanda Collins-Benoit,860-779-0611,Killingly@carelot.net,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,Carelot Children's Center-East Lyme,315 Flanders Road,East Lyme,06333,15426,529427,6/1/2024,1547,0450141,Susan Purcell,860-691-1527,Eastlyme@carelot.net,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
,,,,X,TVCCA,,,,,,,,,,,,,Thames Valley Council for Community Action (TVCCA),1 Sylvandale Road,Jewett City,06351,Andrea Middleton,860-425-6534,amiddleton@tvcca.org,,,,,,,,New London County (collaborative program between HS and 6 homeless shelters),,,,,,,,,,,,,,,,,,Mary Guertin,860-425-6516,mguertin@tvcca.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,TVCCA Little Learners Griswold,303 Slater Avenue,Griswold,06351,12498,525820,7/1/2022,1179,0580841,Debbi Poirier,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,Thames Valley Council for Community Action (TVCCA),1 Sylvandale Road,Jewett City,06351,Andrea Middleton,860-425-6534,amiddleton@tvcca.org,,,,,,,,TVCCA Little Learners/Head Start-New London,387 Bayonet Street,New London,06320,15931,282166,10/1/2022,1395,0950641,Debbi Poirier,860-425-6566,dpoirier@tvcca.org,,,,,,,Elizabeth Anderson,860-425-6631,eanderson@tvcca.org,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,Thames Valley Council for Community Action (TVCCA),1 Sylvandale Road,Jewett City,06351,Andrea Middleton,860-425-6534,amiddleton@tvcca.org,,,,,,,,TVCCA Little Learners/Head Start-Taftville,380 Taftville Occum Road,Taftville,06380,15821,566850,8/1/2020,1188,1040441,Debbi Poirier,860-425-6566,dpoirier@tvcca.org,,,,,,,Jennifer Zubek,860-934-1021,jzubek@tvcca.org,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,X,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,Thames Valley Council for Community Action (TVCCA),1 Sylvandale Road,Jewett City,06351,Andrea Middleton,860-425-6534,amiddleton@tvcca.org,,,,,,,,TVCCA Little Learners-Head Start-Groton,36 Central Avenue,Groton,06340,16705,726130,10/1/2021,1978,0590341,Debbi Poirier,860-425-6566,dpoirier@tvcca.org,,,,,,,Arline O'Brien,860-425-6533,aobrien@tvcca.org,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
X,,,,,TVCCA,"Debbi Poirier, Thames Valley Council for Community Action",One Sylvandale Road,Jewett City,06351,860-425-6566,dpoirier@tvcca.org,,,,,,,,,,,,,,,,,,,,,Windham Regional Community Council Early Childhood Program,478 Valley Street,Willimantic,06226,70390,421619,10/1/2022,8189,1630341,Dawn McQuade,860-423-7112,dawn.mcquade@wrccinc.org,,,,,,,,,,,,,,,,Debbi Poirier,dpoirier@tvcca.org,Brian Vanasse,bvanasse@tvcca.org,,,,,,,,,,,,,,,,,,,,
,X,,,,VERNON,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Valley YMCA Rockville Child Care Center,23 Elm Street,Vernon,06066,16791,726743,7/1/2022,2073,1460341,David Corricelli,860-871-0008,david.corricelli@ghymca.org,Linda Hunter Williams,860-872-7329 x23,linda.hunterwilliams@ghymca.org,,,,,,,Michelle Hill,55 Windbrook Drive,Vernon,06066,860-870-3557,mhill@vernon-ct.gov,Joe Weist,joe.weist@ghymca.org,Joe Weist,joe.weist@ghymca.org,Frank Zitkus,fzitkus@vernon-ct.gov,"Daniel Champagne, Mayor",860-870-3600,dchampagne@vernon-ct.gov,"Joseph Macary, Superintendent",860-896-4660,jmacary@vernon-ct.gov,Michelle Hill,9 Elm Street,Vernon,06066,860-870-3557,mhill@vernon-ct.gov,,,,,,
,X,,,,VERNON,,,,,,,,,,,,,EASTCONN Regional Educational Service Center,376 Hartford Turnpike,Hampton,06247,Diane Gozemba,860-455-0707,dgozemba@eastconn.org,,,,,,,,Vernon Preschool Collaborative at Center Road School,20 Center Road,Vernon,06066,Exempt,290072,7/1/2022,7220,1461411,,,,Shelley McCone,860-896-4663,shelley.mccone@vernonce.org,,,,Diane Gozemba,860-455-0707,dgozemba@eastconn.org,Michelle Hill,55 Windbrook Drive,Vernon,06066,860870-3557,mhill@vernon-ct.gov,,,,,Frank Zitkus,fzitkus@vernon-ct.gov,"Daniel Champagne, Mayor",860-870-3600,dchampagne@vernon-ct.gov,"Joseph Macary, Superintendent",860-896-4660,jmacary@vernon-ct.gov,Michelle Hill,9 Elm Street,Vernon,06066,860-870-3557,mhill@vernon-ct.gov,,,,,,
,X,,,,VOLUNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntown BOE at Voluntown Elementary School,"195 Main Street, P.O. Box 129",Voluntown,06384,Exempt,369267,6/1/2020,1838,1470111,,,,Amy Suffoletto,860-376-2325,asuffoletto@voluntownct.org,,,,,,,Amy Suffoletto,195 Main Street,Voluntown,06384,860-376-2325 ext.300,asuffoletto@voluntownct.org,,,,,Darlena Loranger,dloranger@voluntownct.org,Tracey Hanson,860-376-4089,Thanson@voluntown.gov,"Adam S.Burrows, Superintendent",860-376-9167,aburrows@voluntownct.org,Adam S.Burrows,195 Main Street,Voluntown,06384,860-376-9167,aburrows@voluntownct.org,Valerie Lord,195 Main Street,Voluntown,06384,860-376-2325,vlord@voluntownct.org
,,,X,,WALLINGFORD,,,,,,,Victoria Reed,203-294-3970,vreed@wallingfordschools.org,Victoria Reed,203-294-3970,vreed@wallingfordschools.org; clattorre@wallingfordschools.org,,,,,,,,,,,,,,,Wallingford BOE at Highland Elementary School,200 Highland Road,Wallingford,06492,Exempt,728905,7/1/2023,7716,1480211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,X,,WALLINGFORD,,,,,,,Carrie Latorre,203-949-6506,clatorre@wallingfordschools.org,Jean Bourassa Zehaf,203-949-6506,jbzehaf@wallingfordschools.org,,,,,,,,,,,,,,,Wallingford BOE at Moses Y. Beach School,340 North Main Street,Wallingford,06492,Exempt,728906,9/1/2023,7464,1480111,,,,,,,Rob Arciero,203-294-3940,rarciero@wallingfordschools.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,,,,WALLINGFORD,"William Dickinson, Mayor,Town of Wallingford",45 South Main Street,Wallingford,06492,203-294-2070,comptroller@wallingfordct.gov,,,,,,,,,,,,,,,,,,,,,Wallingford Community Day Care,80 Wharton Brook Drive,Wallingford,06492,14175,361451,5/1/2025,1464,1480141,Tamarah Smith,203-294-4176,wallingforddaycare@gmail.com,,,,,,,,,,,,,,,,Tamarah Smith,wallingforddaycare@gmail.com,James Bowes,comptroller@wallingfordct.gov,,,,,,,,,,,,,,,,,,,,
